MQ3,MQ2,MQ6,MQ5,MQ135,MQ4,MQ8,MQ9,HUM,TEMPC,TEMPF,TARGET
499,3856,1705,1964,1830,627,736,570,"56.20
%",28.8,83.84,2
501,3887,1706,1970,1837,630,752,574,"56.20
%",28.8,83.84,2
497,3903,1709,1963,1823,635,755,573,"56.40
%",28.8,83.84,2
498,3898,1707,1959,1845,656,757,576,"56.40
%",28.8,83.84,2
493,3904,1705,1965,1830,645,784,583,"56.40
%",28.8,83.84,2
485,3881,1690,1945,1828,643,798,581,"56.40
%",28.8,83.84,2
496,3938,1692,1942,1829,656,839,597,"56.10
%",28.8,83.84,2
518,3991,1718,1967,1856,661,866,464,"56.10
%",28.8,83.84,2
509,3999,1718,1968,1851,678,895,610,"56.40
%",28.7,83.66,2
510,4001,1712,1968,1858,688,915,621,"56.40
%",28.7,83.66,2
518,4035,1712,1954,1847,697,1008,641,"56.20
%",28.7,83.66,2
511,4033,1718,1962,1847,699,967,649,"56.20
%",28.7,83.66,2
503,4007,1730,1970,1862,694,931,654,"56.20
%",28.7,83.66,2
498,4016,1731,1983,1869,671,903,653,"56.20
%",28.7,83.66,2
495,3995,1723,1983,1862,688,897,649,"56.20
%",28.7,83.66,2
494,3938,1725,1985,1866,679,838,640,"56.20
%",28.7,83.66,2
495,3954,1728,1984,1855,676,851,641,"56.20
%",28.7,83.66,2
496,3954,1733,2023,1867,682,897,650,"56.20
%",28.7,83.66,2
501,3999,1737,1994,1865,685,913,649,"56.20
%",28.6,83.48,2
502,4034,1744,1998,1872,689,963,650,"56.20
%",28.6,83.48,2
507,4021,1742,2005,1882,699,976,661,"56.20
%",28.6,83.48,2
526,4095,1749,2007,1893,701,969,666,"56.20
%",28.6,83.48,2
521,4090,1755,2010,1890,707,942,670,"56.40
%",28.6,83.48,2
523,4095,1764,2024,1899,704,913,671,"56.40
%",28.6,83.48,2
518,4085,1761,2018,1900,697,871,670,"57.10
%",28.6,83.48,2
501,4062,1754,2021,1892,694,852,665,"57.10
%",28.6,83.48,2
499,4020,1751,2015,1886,689,846,659,"58.20
%",28.6,83.48,2
503,4029,1771,2022,1885,606,842,657,"58.20
%",28.6,83.48,2
527,4000,1747,2018,1893,688,913,670,"57.40
%",28.5,83.3,2
538,4095,1765,2027,1904,711,1039,688,"57.40
%",28.5,83.3,2
545,4095,1774,2023,1914,737,1053,704,"57.20
%",28.5,83.3,2
551,4095,1776,2037,1919,730,1029,709,"57.20
%",28.5,83.3,2
542,4095,1773,2032,1920,723,944,705,"57.40
%",28.5,83.3,2
536,4095,1776,2034,1918,722,947,716,"57.40
%",28.5,83.3,2
539,4095,1777,2035,1918,721,941,723,"57.60
%",28.5,83.3,2
533,4095,1767,2031,1918,723,926,705,"57.60
%",28.5,83.3,2
536,4095,1761,2030,1915,723,927,727,"57.40
%",28.4,83.12,2
533,4095,1772,2033,1924,734,952,754,"57.40
%",28.4,83.12,2
559,4095,1771,2033,1933,741,973,762,"57.60
%",28.5,83.3,2
558,4095,1779,2043,1884,752,1013,780,"57.60
%",28.5,83.3,2
577,4095,1779,2037,1931,765,1093,787,"57.80
%",28.4,83.12,2
590,4095,1786,2044,1935,785,1136,805,"57.80
%",28.4,83.12,2
591,4095,1808,2063,1937,785,1104,817,"58.50
%",28.4,83.12,2
581,4095,1807,2058,1937,784,1053,816,"58.50
%",28.4,83.12,2
576,4095,1797,2064,1936,783,1001,816,"58.70
%",28.4,83.12,2
570,4095,1829,2045,1915,772,953,811,"58.70
%",28.4,83.12,2
562,4095,1786,2062,1931,759,896,826,"57.90
%",28.4,83.12,2
553,4095,1783,2064,1926,751,883,794,"57.90
%",28.4,83.12,2
561,4095,1776,2063,1920,759,853,784,"59.70
%",28.4,83.12,2
560,4095,1770,2063,1920,752,853,769,"59.70
%",28.4,83.12,2
556,4095,1779,2069,1925,751,842,771,"58.40
%",28.3,82.94,2
549,4095,1776,2069,1927,750,843,771,"58.40
%",28.3,82.94,2
560,4095,1776,2066,1938,745,825,767,"58.00
%",27.7,81.86,2
499,4048,1735,2069,1903,601,1009,617,"58.30
%",27.7,81.86,2
510,4095,1735,2062,1937,607,1039,621,"58.30
%",27.7,81.86,2
528,4095,1744,2060,1942,614,1131,624,"58.20
%",27.7,81.86,2
533,4095,1728,2035,1920,613,1111,630,"58.20
%",27.7,81.86,2
529,4095,1733,2053,1936,624,1095,633,"58.80
%",27.7,81.86,2
528,4095,1751,2067,1949,623,1065,640,"58.80
%",27.7,81.86,2
523,4095,1757,2073,2013,624,1058,641,"58.80
%",27.7,81.86,2
522,4095,1759,2077,1953,619,1052,641,"58.80
%",27.7,81.86,2
511,4095,1755,2071,1953,619,1029,641,"59.20
%",27.6,81.68,2
518,4095,1754,2064,1953,618,1031,653,"59.20
%",27.6,81.68,2
511,4095,1751,2066,1949,614,983,641,"58.50
%",27.6,81.68,2
508,4095,1761,2080,1954,614,909,638,"58.50
%",27.6,81.68,2
511,4095,1744,2069,1947,612,946,636,"58.00
%",27.6,81.68,2
517,4095,1744,2067,1936,614,1003,637,"58.00
%",27.6,81.68,2
527,4095,1733,2043,1931,622,1001,639,"58.10
%",27.6,81.68,2
528,4095,1731,2045,1926,614,999,641,"58.10
%",27.6,81.68,2
526,4095,1729,2041,1927,619,991,670,"58.20
%",27.6,81.68,2
527,4095,1741,2055,1937,624,985,646,"58.20
%",27.6,81.68,2
527,4095,1749,2085,1951,624,976,639,"58.10
%",27.6,81.68,2
524,4095,1747,2064,1954,618,975,643,"58.10
%",27.6,81.68,2
541,4095,1738,2045,1935,656,1040,653,"58.20
%",27.6,81.68,2
537,4095,1748,2064,1950,624,1008,650,"58.20
%",27.6,81.68,2
538,4095,1749,2069,1959,638,997,658,"58.60
%",27.5,81.5,2
534,4095,1759,2086,1966,636,953,657,"58.60
%",27.5,81.5,2
530,4095,1763,2077,1958,632,913,663,"58.90
%",27.5,81.5,2
528,4095,1751,2076,1957,634,907,651,"58.90
%",27.5,81.5,2
539,4095,1747,2065,1897,635,964,657,"58.40
%",27.5,81.5,2
548,4095,1764,2069,1966,649,1031,669,"58.40
%",27.5,81.5,2
545,4095,1771,2083,1970,657,1023,678,"58.70
%",27.5,81.5,2
544,4095,1774,2085,1973,666,1009,685,"58.70
%",27.5,81.5,2
550,4095,1789,2077,1975,671,1040,689,"58.60
%",27.5,81.5,2
551,4095,1770,2070,1965,683,1046,693,"58.60
%",27.5,81.5,2
503,4095,1763,2065,1968,694,1102,720,"58.50
%",27.5,81.5,2
545,4095,1765,2065,1963,711,1168,739,"58.50
%",27.5,81.5,2
540,4095,1782,2089,1983,717,1123,739,"58.70
%",27.5,81.5,2
542,4095,1791,2087,1984,705,1095,746,"58.70
%",27.5,81.5,2
551,4095,1727,2092,1990,719,1114,750,"58.50
%",27.5,81.5,2
556,4095,1808,2097,2000,717,1057,751,"58.50
%",27.5,81.5,2
551,4095,1791,2096,1990,706,990,750,"58.60
%",27.5,81.5,2
540,4095,1788,2096,1986,704,959,739,"58.60
%",27.5,81.5,2
543,4095,1787,2096,1985,704,995,736,"58.60
%",27.5,81.5,2
560,4095,1781,2096,1981,703,1005,727,"58.60
%",27.5,81.5,2
566,4095,1799,2106,1994,703,1003,718,"58.80
%",27.5,81.5,2
572,4095,1795,2096,1988,707,1065,726,"58.80
%",27.5,81.5,2
570,4095,1800,2099,1990,710,1058,735,"58.50
%",27.5,81.5,2
564,4095,1803,2099,1996,718,1092,732,"58.50
%",27.5,81.5,2
560,4095,1807,2112,1998,724,1068,752,"58.40
%",27.5,81.5,2
560,4095,1811,2115,2003,731,1073,751,"58.40
%",27.5,81.5,2
558,4095,1813,2118,2001,723,1030,751,"58.50
%",27.5,81.5,2
553,4095,1810,2117,2001,722,995,743,"58.50
%",27.5,81.5,2
560,4095,1809,2112,2000,746,1041,752,"58.60
%",27.5,81.5,2
574,4095,1815,2115,1996,644,1053,755,"58.60
%",27.5,81.5,2
591,4095,1813,2115,2000,738,1006,769,"58.40
%",27.4,81.32,2
560,4095,1817,2121,1997,731,949,753,"58.40
%",27.4,81.32,2
561,4095,1809,2117,1993,727,944,752,"58.40
%",27.4,81.32,2
570,4095,1809,2115,1996,736,976,753,"58.40
%",27.4,81.32,2
580,4095,1798,2097,1971,731,993,778,"58.50
%",27.4,81.32,2
588,4095,1790,2083,1968,745,990,750,"58.50
%",27.4,81.32,2
589,4095,1818,2098,2005,769,1047,755,"58.70
%",27.4,81.32,2
597,4095,1809,2096,2000,782,976,763,"58.70
%",27.4,81.32,2
585,4095,1803,2080,1994,788,1066,769,"59.50
%",27.4,81.32,2
579,4095,1802,2081,1998,814,1094,784,"59.50
%",27.4,81.32,2
571,4095,1808,2083,2007,825,1073,793,"59.40
%",27.4,81.32,2
561,4095,1810,2086,2007,823,1066,805,"59.40
%",27.4,81.32,2
564,4095,1829,2111,2032,820,1037,798,"58.90
%",27.4,81.32,2
560,4095,1822,2107,2031,817,1015,795,"58.90
%",27.4,81.32,2
560,4095,1824,2111,2027,819,1001,802,"59.00
%",27.4,81.32,2
559,4095,1808,2095,2014,816,1017,784,"59.00
%",27.4,81.32,2
560,4095,1823,2110,2020,815,989,796,"59.10
%",27.4,81.32,2
558,4095,1824,2109,2012,799,947,787,"59.10
%",27.4,81.32,2
555,4095,1823,2105,2001,791,912,786,"59.20
%",27.4,81.32,2
549,4095,1796,2091,2000,789,893,784,"59.20
%",27.4,81.32,2
542,4095,1807,2096,1995,784,880,781,"58.80
%",27.4,81.32,2
480,4095,1744,2099,2029,627,791,641,"59.20
%",27.1,80.78,2
482,4095,1744,2099,2033,633,816,646,"59.20
%",27.1,80.78,2
490,4095,1750,2103,2038,629,830,651,"59.20
%",27.1,80.78,2
485,4095,1765,2109,2042,631,816,653,"59.20
%",27.1,80.78,2
485,4095,1754,2098,2038,635,837,656,"59.20
%",27.1,80.78,2
491,4095,1759,2109,2054,638,863,651,"59.20
%",27.1,80.78,2
491,4095,1770,2103,2044,635,886,657,"59.20
%",27.1,80.78,2
497,4095,1766,2110,2054,641,896,663,"59.10
%",27.1,80.78,2
526,4095,1773,2111,2061,654,962,676,"59.10
%",27.1,80.78,2
544,4095,1776,2119,2077,661,963,688,"59.20
%",27.1,80.78,2
528,4095,1776,2113,2067,656,919,688,"59.20
%",27.1,80.78,2
527,4095,1776,2111,2069,694,907,693,"59.20
%",27.1,80.78,2
525,4095,1778,2117,2069,651,891,699,"59.20
%",27.1,80.78,2
521,4095,1778,2121,2065,654,861,695,"59.30
%",27.1,80.78,2
511,4095,1759,2123,2066,671,883,699,"59.30
%",27.1,80.78,2
518,4095,1787,2163,2061,657,898,691,"59.30
%",27.1,80.78,2
510,4095,1793,2133,2064,653,878,688,"59.30
%",27.1,80.78,2
503,4095,1789,2138,2064,653,866,703,"59.20
%",27.2,80.96,2
499,4095,1791,2143,2080,665,881,695,"59.20
%",27.2,80.96,2
502,4095,1797,2139,2083,683,970,706,"59.20
%",27.2,80.96,2
511,4095,1797,2142,2099,701,1088,723,"59.20
%",27.2,80.96,2
522,4095,1809,2149,2100,706,1036,739,"59.10
%",27.2,80.96,2
518,4095,1809,2140,2106,713,1007,751,"59.10
%",27.2,80.96,2
523,4095,1819,2147,2113,722,1005,758,"59.60
%",27.2,80.96,2
526,4095,1827,2155,2114,720,1006,742,"59.60
%",27.2,80.96,2
511,4095,1830,2160,2112,720,973,769,"59.20
%",27.2,80.96,2
523,4095,1827,2157,2106,717,970,769,"59.20
%",27.2,80.96,2
511,4095,1834,2160,2107,711,960,768,"59.40
%",27.2,80.96,2
511,4095,1805,2168,2112,704,926,763,"59.40
%",27.2,80.96,2
507,4095,1840,2161,2111,705,894,761,"59.20
%",27.2,80.96,2
502,4095,1839,2178,2118,707,909,763,"59.20
%",27.2,80.96,2
509,4095,1840,2176,2115,706,922,722,"59.00
%",27.3,81.14,2
509,4095,1838,2170,2112,701,897,753,"59.00
%",27.3,81.14,2
501,4095,1840,2178,2109,699,907,752,"58.90
%",27.3,81.14,2
507,4095,1826,2188,2115,702,870,752,"58.90
%",27.3,81.14,2
506,4095,1840,2181,2110,703,875,752,"59.00
%",27.3,81.14,2
519,4095,1841,2155,2112,705,895,756,"59.00
%",27.3,81.14,2
527,4095,1847,2187,2112,710,877,758,"58.90
%",27.3,81.14,2
511,4095,1839,2185,2112,714,877,752,"58.90
%",27.3,81.14,2
510,4095,1841,2186,2115,734,879,762,"59.00
%",27.3,81.14,2
522,4095,1843,2189,2112,714,881,763,"59.00
%",27.3,81.14,2
519,4095,1833,2181,2105,715,855,770,"59.20
%",27.3,81.14,2
521,4095,1831,2174,2095,711,838,763,"59.20
%",27.3,81.14,2
521,4095,1822,2181,2096,711,832,775,"59.20
%",27.3,81.14,2
533,4095,1819,2179,2096,707,830,774,"59.20
%",27.3,81.14,2
509,4095,1818,2177,2089,704,808,761,"59.10
%",27.3,81.14,2
499,4095,1813,2175,2177,702,784,755,"59.10
%",27.3,81.14,2
511,4095,1823,2176,2083,708,803,755,"59.60
%",27.3,81.14,2
510,4095,1808,2176,2071,704,806,753,"59.60
%",27.3,81.14,2
502,4095,1801,2160,2069,693,785,752,"59.20
%",27.3,81.14,2
509,4095,1798,2145,2067,704,790,753,"59.20
%",27.3,81.14,2
497,4095,1801,2163,2057,702,812,750,"59.10
%",27.3,81.14,2
501,4095,1792,2155,2063,705,832,752,"59.10
%",27.3,81.14,2
497,4095,1797,2162,2064,705,802,770,"59.00
%",27.3,81.14,2
495,4095,1795,2170,2069,699,764,750,"59.00
%",27.3,81.14,2
491,4095,1791,2173,2064,697,749,743,"59.00
%",27.4,81.32,2
490,4095,1795,2153,2057,688,734,738,"59.00
%",27.4,81.32,2
485,4095,1777,2157,2047,688,714,726,"59.00
%",27.4,81.32,2
501,4095,1774,2145,2045,697,804,735,"59.00
%",27.4,81.32,2
496,4095,1776,2143,2062,698,829,737,"58.90
%",27.4,81.32,2
499,4095,1785,2147,2047,715,871,749,"58.90
%",27.4,81.32,2
497,4095,1781,2146,2043,722,885,759,"59.00
%",27.4,81.32,2
502,4095,1786,2155,2053,711,877,767,"59.00
%",27.4,81.32,2
498,4095,1798,2151,2059,720,832,761,"59.10
%",27.4,81.32,2
496,4095,1807,2192,2065,717,811,746,"59.10
%",27.4,81.32,2
495,4095,1808,2174,2047,720,826,760,"59.10
%",27.4,81.32,2
493,4095,1808,2178,2071,725,837,764,"59.10
%",27.4,81.32,2
496,4095,1809,2177,2072,731,848,768,"59.00
%",27.4,81.32,2
496,4095,1813,2178,2074,726,834,766,"59.00
%",27.4,81.32,2
496,4095,1820,2180,2068,721,831,767,"59.00
%",27.4,81.32,2
502,4095,1819,2181,2076,724,824,757,"59.00
%",27.4,81.32,2
493,4095,1819,2182,2070,726,835,769,"59.00
%",27.4,81.32,2
494,4095,1819,2187,2077,724,816,768,"59.00
%",27.4,81.32,2
486,4095,1812,2187,2067,730,819,771,"59.00
%",27.4,81.32,2
486,4095,1817,2189,2064,727,815,769,"59.00
%",27.4,81.32,2
485,4095,1811,2187,2066,730,801,772,"59.00
%",27.4,81.32,2
482,4095,1814,2180,2066,727,759,769,"59.00
%",27.4,81.32,2
478,4095,1814,2189,2067,721,750,763,"59.10
%",27.4,81.32,2
477,4095,1811,2191,2058,720,736,755,"59.10
%",27.4,81.32,2
479,4095,1807,2191,2064,722,757,758,"59.10
%",27.4,81.32,2
491,4095,1808,2186,2063,722,777,761,"59.10
%",27.4,81.32,2
481,4095,1808,2183,2063,722,802,767,"59.00
%",27.4,81.32,2
483,4095,1815,2192,2063,731,798,768,"59.00
%",27.4,81.32,2
479,4095,1811,2199,2071,731,795,773,"59.10
%",27.4,81.32,2
476,4095,1809,2190,2064,736,802,775,"59.10
%",27.4,81.32,2
465,4095,1813,2197,2067,720,805,779,"59.00
%",27.4,81.32,2
479,4095,1815,2201,2071,735,810,784,"59.00
%",27.4,81.32,2
474,4095,1813,2193,2070,738,768,785,"59.00
%",27.4,81.32,2
470,4095,1808,2197,2071,730,749,778,"59.00
%",27.4,81.32,2
469,4095,1792,2192,2066,731,746,788,"58.90
%",27.4,81.32,2
469,4095,1813,2189,2059,729,751,779,"58.90
%",27.4,81.32,2
471,4095,1795,2170,2042,722,746,779,"59.00
%",27.4,81.32,2
470,4095,1792,2180,2041,725,733,777,"59.00
%",27.4,81.32,2
465,4095,1776,2163,2025,718,723,773,"59.00
%",27.4,81.32,2
464,4095,1777,2167,2023,720,724,768,"59.00
%",27.4,81.32,2
463,4095,1777,2160,2025,724,730,775,"59.00
%",27.4,81.32,2
463,4095,1773,2160,2018,720,723,774,"59.00
%",27.4,81.32,2
464,4095,1769,2165,2019,715,714,773,"59.00
%",27.4,81.32,2
462,4095,1763,2151,2002,708,691,772,"59.00
%",27.4,81.32,2
457,4095,1765,2163,2000,709,671,762,"58.90
%",27.4,81.32,2
457,4095,1759,2160,2007,707,664,761,"58.90
%",27.4,81.32,2
464,4095,1766,2166,2032,701,654,755,"58.90
%",27.4,81.32,2
451,4095,1766,2165,2011,700,656,753,"58.90
%",27.4,81.32,2
453,4095,1750,2157,2003,702,676,756,"58.90
%",27.4,81.32,2
457,4095,1747,2155,2000,704,701,758,"58.90
%",27.4,81.32,2
450,4095,1746,2151,1995,701,675,756,"58.90
%",27.4,81.32,2
449,4095,1749,2152,1999,703,666,753,"58.90
%",27.4,81.32,2
466,4095,1744,2147,2000,701,656,754,"58.90
%",27.4,81.32,2
443,4095,1749,2147,1955,700,662,754,"58.90
%",27.4,81.32,2
455,4095,1745,2149,1990,705,670,755,"58.90
%",27.4,81.32,2
447,4095,1757,2151,1994,710,688,780,"58.90
%",27.4,81.32,2
448,4095,1761,2150,2000,711,689,764,"59.00
%",27.4,81.32,2
449,4095,1759,2155,1999,718,738,767,"59.00
%",27.4,81.32,2
447,4095,1755,2159,1990,717,751,770,"58.90
%",27.4,81.32,2
447,4095,1755,2149,1987,720,720,771,"58.90
%",27.4,81.32,2
446,4095,1765,2148,1995,720,701,763,"59.00
%",27.4,81.32,2
447,4095,1756,2145,1996,721,707,775,"59.00
%",27.4,81.32,2
448,4095,1758,2145,1995,720,688,755,"59.00
%",27.4,81.32,2
466,4095,1755,2146,2021,720,700,765,"59.00
%",27.4,81.32,2
449,4095,1758,2143,1990,718,695,761,"60.20
%",27.4,81.32,2
448,4095,1757,2141,1987,715,679,765,"60.20
%",27.4,81.32,2
449,4095,1753,2131,1982,713,671,762,"59.60
%",27.4,81.32,2
447,4095,1750,2143,1984,706,656,762,"59.60
%",27.4,81.32,2
435,4095,1751,2144,1983,702,633,752,"59.10
%",27.4,81.32,2
443,4095,1745,2135,1967,698,618,752,"59.10
%",27.4,81.32,2
443,4095,1745,2137,1969,697,603,746,"59.80
%",27.4,81.32,2
443,4095,1741,2138,1969,688,592,739,"59.80
%",27.4,81.32,2
441,4095,1731,2127,1966,690,608,737,"60.60
%",27.4,81.32,2
442,4095,1727,2122,1968,700,628,778,"60.60
%",27.4,81.32,2
438,4095,1729,2124,1965,704,624,735,"60.00
%",27.4,81.32,2
463,4095,1741,2129,1968,704,655,740,"60.00
%",27.4,81.32,2
458,4095,1742,2128,1968,709,675,737,"60.30
%",27.4,81.32,2
463,4095,1749,2133,1969,720,699,738,"60.30
%",27.4,81.32,2
463,4095,1743,2128,1970,719,694,726,"59.80
%",27.4,81.32,2
463,4095,1744,2130,1970,734,725,747,"59.80
%",27.4,81.32,2
461,4095,1759,2128,1969,745,781,760,"59.50
%",27.5,81.5,2
471,4095,1762,2135,1981,751,799,755,"59.50
%",27.5,81.5,2
474,4095,1770,2129,1973,896,817,763,"59.30
%",27.5,81.5,2
475,4095,1782,2139,1984,767,805,770,"59.30
%",27.5,81.5,2
472,4095,1777,2137,1975,755,767,771,"59.10
%",27.5,81.5,2
467,4095,1778,2144,1973,753,759,771,"59.10
%",27.5,81.5,2
463,4095,1778,2139,1972,751,749,768,"59.00
%",27.5,81.5,2
464,4095,1777,2135,1973,748,720,768,"59.00
%",27.5,81.5,2
463,4095,1777,2134,1973,746,715,774,"58.90
%",27.5,81.5,2
461,4095,1777,2137,1968,737,714,757,"58.90
%",27.5,81.5,2
462,4095,1776,2134,1973,752,728,770,"58.90
%",27.5,81.5,2
464,4095,1780,2145,1975,755,752,770,"58.90
%",27.5,81.5,2
459,4095,1777,2141,1975,753,748,772,"58.90
%",27.5,81.5,2
468,4095,1778,2155,1980,752,755,778,"58.90
%",27.5,81.5,2
464,4095,1781,2143,1971,752,752,784,"58.90
%",27.5,81.5,2
463,4095,1781,2141,1969,752,750,765,"58.90
%",27.5,81.5,2
464,4095,1777,2139,1975,752,766,782,"59.00
%",27.5,81.5,2
470,4095,1781,2141,1963,752,774,781,"59.00
%",27.5,81.5,2
474,4095,1781,2133,1973,752,786,787,"58.90
%",27.5,81.5,2
475,4095,1791,2134,1968,757,799,790,"58.90
%",27.5,81.5,2
446,4095,1781,2133,1968,752,784,786,"58.90
%",27.5,81.5,2
468,4095,1779,2133,1969,743,741,784,"58.90
%",27.5,81.5,2
465,4095,1776,2131,1968,737,703,777,"59.10
%",27.5,81.5,2
463,4095,1776,2132,1961,739,670,765,"59.10
%",27.5,81.5,2
464,4095,1771,2133,1964,721,656,757,"59.20
%",27.5,81.5,2
462,4095,1763,2129,1980,720,665,771,"59.20
%",27.5,81.5,2
463,4095,1771,2129,1957,723,673,752,"59.70
%",27.5,81.5,2
463,4095,1774,2135,1965,726,721,755,"59.70
%",27.5,81.5,2
461,4095,1775,2137,1967,722,719,759,"59.30
%",27.5,81.5,2
454,4095,1775,2128,1961,722,699,762,"59.30
%",27.5,81.5,2
455,4095,1762,2134,1959,720,702,757,"59.00
%",27.5,81.5,2
463,4095,1775,2129,1962,738,769,771,"59.00
%",27.5,81.5,2
460,4095,1787,2137,1965,736,764,777,"58.90
%",27.5,81.5,2
455,4095,1770,2130,1965,726,720,762,"58.90
%",27.5,81.5,2
463,4095,1770,2131,1963,727,715,768,"58.90
%",27.5,81.5,2
464,4095,1774,2134,1968,726,744,773,"58.90
%",27.5,81.5,2
469,4095,1776,2135,1959,731,741,775,"59.00
%",27.4,81.32,2
490,4095,1775,2135,1968,737,763,780,"59.00
%",27.4,81.32,2
477,4095,1778,2096,1961,737,726,779,"59.30
%",27.4,81.32,2
470,4095,1780,2143,1968,731,741,783,"59.30
%",27.4,81.32,2
473,4095,1775,2133,1966,740,751,762,"59.00
%",27.4,81.32,2
477,4095,1779,2135,1963,736,762,786,"59.00
%",27.4,81.32,2
471,4095,1783,2143,1966,736,762,786,"59.00
%",27.4,81.32,2
465,4095,1788,2144,1968,739,743,789,"59.00
%",27.4,81.32,2
466,4095,1782,2145,1968,741,759,790,"58.90
%",27.4,81.32,2
469,4095,1786,2135,1973,743,754,795,"58.90
%",27.4,81.32,2
464,4095,1781,2141,1968,742,734,787,"58.90
%",27.4,81.32,2
461,4095,1776,2134,1955,726,715,784,"58.90
%",27.4,81.32,2
455,4095,1776,2114,1955,732,679,757,"58.90
%",27.4,81.32,2
448,4095,1781,2148,1957,722,647,771,"58.90
%",27.4,81.32,2
447,4095,1765,2137,1951,717,644,759,"58.90
%",27.4,81.32,2
450,4095,1762,2133,1955,715,623,755,"58.90
%",27.4,81.32,2
443,4095,1767,2134,1958,715,634,750,"59.00
%",27.4,81.32,2
447,4095,1767,2154,1953,721,683,759,"59.00
%",27.4,81.32,2
447,4095,1762,2128,1958,724,703,764,"59.00
%",27.4,81.32,2
448,4095,1766,2134,1962,727,592,758,"59.00
%",27.4,81.32,2
449,4095,1774,2141,1957,719,706,756,"59.00
%",27.4,81.32,2
452,4095,1764,2131,1956,729,727,762,"59.00
%",27.4,81.32,2
458,4095,1765,2130,1953,733,753,767,"59.00
%",27.4,81.32,2
455,4095,1769,2127,1949,731,766,768,"59.00
%",27.4,81.32,2
456,4095,1770,2096,1953,727,774,772,"59.10
%",27.4,81.32,2
461,4095,1767,2131,1951,733,749,773,"59.10
%",27.4,81.32,2
458,4095,1766,2129,1955,736,777,768,"59.10
%",27.4,81.32,2
456,4095,1776,2141,1959,733,738,729,"59.10
%",27.4,81.32,2
455,4095,1776,2139,1957,737,752,775,"59.20
%",27.4,81.32,2
458,4095,1773,2135,1955,734,732,772,"59.20
%",27.4,81.32,2
459,4095,1775,2128,1954,730,734,774,"59.40
%",27.3,81.14,2
462,4095,1767,2127,1953,730,719,781,"59.40
%",27.3,81.14,2
467,4095,1777,2135,1958,733,734,772,"59.30
%",27.3,81.14,2
469,4095,1774,2137,1962,736,739,776,"59.30
%",27.3,81.14,2
464,4095,1768,2128,1952,691,721,775,"59.20
%",27.3,81.14,2
462,4095,1773,2137,1950,737,747,781,"59.20
%",27.3,81.14,2
477,4095,1772,2135,1962,747,782,780,"59.30
%",27.3,81.14,2
485,4095,1771,2128,1955,752,768,784,"59.30
%",27.3,81.14,2
485,4095,1775,2131,1963,752,773,784,"59.30
%",27.3,81.14,2
487,4095,1773,2134,1965,758,786,784,"59.30
%",27.3,81.14,2
490,4095,1773,2129,1958,762,783,769,"59.40
%",27.3,81.14,2
490,4095,1776,2123,1966,765,802,806,"59.40
%",27.3,81.14,2
483,4095,1776,2133,1956,762,775,784,"59.40
%",27.3,81.14,2
479,4095,1771,2128,1954,754,731,774,"59.40
%",27.3,81.14,2
475,4095,1786,2130,1949,743,697,766,"59.40
%",27.3,81.14,2
465,4095,1776,2125,1939,735,685,752,"59.40
%",27.3,81.14,2
458,4095,1779,2125,1937,727,652,754,"59.40
%",27.3,81.14,2
461,4095,1762,2131,1943,723,647,747,"59.40
%",27.3,81.14,2
461,4095,1757,2128,1943,727,678,746,"59.80
%",27.3,81.14,2
464,4095,1765,2113,1947,727,710,749,"59.80
%",27.3,81.14,2
469,4095,1765,2128,1951,752,777,755,"59.60
%",27.3,81.14,2
469,4095,1780,2127,1962,762,816,762,"59.60
%",27.3,81.14,2
464,4095,1776,2122,1955,770,833,771,"59.50
%",27.3,81.14,2
465,4095,1781,2135,1958,772,831,779,"59.50
%",27.3,81.14,2
464,4095,1781,2135,1953,768,800,784,"59.40
%",27.2,80.96,2
461,4095,1785,2140,1959,761,752,777,"59.40
%",27.2,80.96,2
457,4095,1786,2134,1957,754,735,771,"59.50
%",27.2,80.96,2
459,4095,1783,2132,1959,758,751,768,"59.50
%",27.2,80.96,2
455,4095,1781,2135,1962,764,771,768,"59.40
%",27.2,80.96,2
459,4095,1783,2150,1967,768,769,775,"59.40
%",27.2,80.96,2
461,4095,1791,2141,1958,768,752,778,"59.60
%",27.2,80.96,2
464,4095,1786,2143,1958,761,733,773,"59.60
%",27.2,80.96,2
471,4095,1789,2143,1959,758,734,771,"61.70
%",27.2,80.96,2
459,4095,1795,2138,1954,769,749,773,"61.70
%",27.2,80.96,2
458,4095,1786,2139,1953,761,745,770,"60.70
%",27.2,80.96,2
449,4095,1778,2131,1950,752,694,752,"60.70
%",27.2,80.96,2
448,4095,1776,2138,1951,755,689,757,"59.90
%",27.2,80.96,2
448,4095,1776,2133,1955,755,713,759,"59.90
%",27.2,80.96,2
401,4095,1776,2131,1947,756,704,758,"59.60
%",27.2,80.96,2
441,4095,1769,2130,1939,746,670,768,"59.60
%",27.2,80.96,2
438,4095,1765,2132,1945,745,667,745,"59.60
%",27.2,80.96,2
433,4095,1774,2143,1946,746,679,742,"59.60
%",27.2,80.96,2
432,4095,1807,2135,1941,748,673,749,"59.60
%",27.2,80.96,2
438,4095,1774,2138,1951,747,688,744,"59.60
%",27.2,80.96,2
459,4095,1775,2138,1957,759,752,752,"59.60
%",27.2,80.96,2
464,4095,1783,2146,1958,775,825,770,"59.60
%",27.2,80.96,2
468,4095,1786,2139,1957,784,823,795,"59.60
%",27.2,80.96,2
