MQ3,MQ2,MQ6,MQ5,MQ135,MQ4,MQ8,MQ9,HUM,TEMPC,TEMPF,TARGET
749,3799,1751,2002,1965,784,325,371,"56.60
%",25.4,77.72,4
752,3855,1758,2016,1968,784,336,369,"57.00
%",25.4,77.72,4
752,3824,1744,2031,1971,786,335,374,"57.00
%",25.4,77.72,4
729,3792,1757,2031,1968,787,321,380,"56.50
%",25.4,77.72,4
729,3770,1746,2012,1951,775,327,371,"56.50
%",25.4,77.72,4
736,3775,1754,2018,1945,774,330,373,"56.10
%",25.4,77.72,4
742,3760,1746,2005,1937,778,336,396,"56.10
%",25.4,77.72,4
745,3779,1748,2021,1952,771,353,371,"56.40
%",25.4,77.72,4
721,3758,1754,2018,1949,727,354,368,"56.40
%",25.4,77.72,4
720,3725,1749,2025,1938,771,305,373,"56.60
%",25.4,77.72,4
715,3728,1741,2026,1952,777,343,368,"56.60
%",25.4,77.72,4
754,3742,1755,2032,1962,787,352,373,"56.10
%",25.5,77.9,4
793,3760,1752,2037,1962,784,348,377,"56.10
%",25.5,77.9,4
813,3743,1747,2032,1961,777,363,372,"56.80
%",25.5,77.9,4
848,3767,1757,1980,1955,784,380,374,"56.80
%",25.5,77.9,4
848,3754,1745,2029,1953,772,365,370,"57.50
%",25.5,77.9,4
848,3698,1735,2017,1939,773,350,370,"57.50
%",25.5,77.9,4
837,3678,1741,2019,1947,773,327,367,"60.40
%",25.5,77.9,4
816,3666,1740,2020,1943,762,325,350,"60.40
%",25.5,77.9,4
819,3699,1741,2017,1935,784,373,368,"58.40
%",25.5,77.9,4
784,3733,1746,2023,1952,779,393,373,"58.40
%",25.5,77.9,4
825,3805,1751,2031,1945,780,413,375,"57.80
%",25.6,78.08,4
847,3866,1747,2034,1954,775,578,373,"57.80
%",25.6,78.08,4
863,3839,1769,2037,1888,751,411,369,"59.60
%",25.6,78.08,4
866,3885,1800,2032,1963,782,430,371,"59.60
%",25.6,78.08,4
848,3909,1767,2042,1973,787,485,391,"60.30
%",25.6,78.08,4
838,3888,1768,2037,1961,782,458,381,"60.30
%",25.6,78.08,4
784,3823,1762,2032,1984,777,416,383,"58.50
%",25.7,78.26,4
758,3799,1770,2042,1979,791,406,383,"58.50
%",25.7,78.26,4
791,3820,1770,2046,2001,763,439,389,"56.90
%",25.7,78.26,4
845,3920,1777,2059,2006,770,451,383,"56.90
%",25.7,78.26,4
855,4029,1774,2045,1990,783,477,381,"56.10
%",25.7,78.26,4
854,4095,1779,2053,1993,786,554,385,"56.10
%",25.7,78.26,4
833,4095,1782,2064,1997,785,527,385,"55.90
%",25.7,78.26,4
829,4095,1774,2058,1986,789,517,384,"55.90
%",25.7,78.26,4
832,4095,1776,2044,1981,784,461,384,"55.50
%",25.7,78.26,4
834,4095,1782,2062,1979,784,492,381,"55.50
%",25.7,78.26,4
810,4095,1766,2133,1969,778,466,370,"55.50
%",25.7,78.26,4
816,4059,1701,2057,1982,784,434,374,"55.50
%",25.7,78.26,4
866,4016,1770,2054,2031,784,404,384,"55.90
%",25.7,78.26,4
793,3984,1774,2064,1978,783,384,368,"55.90
%",25.7,78.26,4
795,3935,1767,2061,1973,741,367,375,"56.20
%",25.7,78.26,4
789,3899,1757,2054,1969,779,359,370,"56.20
%",25.7,78.26,4
784,3871,1761,2058,1971,779,353,368,"56.00
%",25.7,78.26,4
777,3849,1753,2046,1961,781,335,368,"56.00
%",25.7,78.26,4
798,3862,1754,2047,1973,781,403,368,"56.30
%",25.7,78.26,4
853,4031,1761,2045,1972,787,464,391,"56.30
%",25.7,78.26,4
895,4095,1776,2067,1983,790,560,374,"59.70
%",25.7,78.26,4
962,4095,1774,2062,1983,791,612,379,"59.70
%",25.7,78.26,4
974,4095,1781,2065,1972,795,614,383,"74.40
%",25.8,78.44,4
1043,4095,1796,2091,1984,805,720,383,"74.40
%",25.8,78.44,4
1044,4095,1810,2081,2013,795,779,396,"82.40
%",25.8,78.44,4
1019,4095,1824,2096,2000,801,718,397,"82.40
%",25.8,78.44,4
981,4095,1814,2111,2009,831,649,401,"74.90
%",25.9,78.62,4
969,4095,1808,2107,2019,865,597,397,"74.90
%",25.9,78.62,4
944,4095,1825,2101,2021,810,664,398,"65.90
%",25.9,78.62,4
928,4095,1813,2102,2010,818,703,399,"65.90
%",25.9,78.62,4
913,4095,1833,2097,2001,819,688,400,"61.70
%",25.9,78.62,4
895,4095,1810,2078,2003,811,705,398,"61.70
%",25.9,78.62,4
894,4095,1809,2055,1999,807,647,399,"59.80
%",25.9,78.62,4
869,4095,1797,2055,1988,813,581,392,"59.80
%",25.9,78.62,4
848,4095,1810,2073,1991,805,555,388,"58.10
%",25.9,78.62,4
844,4095,1798,2059,2005,780,496,401,"58.10
%",25.9,78.62,4
848,4095,1797,2080,1998,804,477,400,"57.30
%",25.9,78.62,4
893,4095,1791,2047,1998,812,595,406,"57.30
%",25.9,78.62,4
898,4095,1792,2081,1988,810,571,414,"58.10
%",25.9,78.62,4
887,4095,1793,2064,1991,807,546,403,"58.10
%",25.9,78.62,4
879,4095,1792,2062,1994,802,511,402,"57.90
%",25.9,78.62,4
879,4095,1799,2010,1994,807,470,394,"57.90
%",25.9,78.62,4
867,4095,1782,2035,1983,807,445,397,"57.50
%",25.9,78.62,4
848,4095,1775,2033,1979,801,443,394,"57.50
%",25.9,78.62,4
826,4095,1775,2030,1959,789,419,389,"57.10
%",25.8,78.44,4
816,4070,1766,2027,1973,793,401,384,"57.10
%",25.8,78.44,4
791,4023,1756,2006,1965,787,376,359,"56.50
%",25.8,78.44,4
784,3971,1762,2011,1968,775,359,375,"56.50
%",25.8,78.44,4
827,4048,1758,2006,1967,783,423,384,"56.10
%",25.8,78.44,4
848,4095,1763,2003,1965,795,448,381,"56.10
%",25.8,78.44,4
842,4095,1763,2000,1967,785,492,384,"58.90
%",25.8,78.44,4
829,4087,1756,2016,1972,791,479,381,"58.90
%",25.8,78.44,4
818,4073,1787,2011,1980,799,475,384,"60.70
%",25.8,78.44,4
816,4095,1776,2013,1983,807,542,389,"60.70
%",25.8,78.44,4
827,4095,1774,1995,1979,801,496,389,"58.60
%",25.8,78.44,4
833,4095,1775,2005,1973,795,464,372,"58.60
%",25.8,78.44,4
819,4095,1775,2015,1967,790,466,384,"57.50
%",25.8,78.44,4
812,4089,1773,2013,1949,782,443,380,"57.50
%",25.8,78.44,4
804,4054,1768,2010,1968,817,420,391,"56.70
%",25.8,78.44,4
803,4016,1767,2015,1983,801,395,383,"56.70
%",25.8,78.44,4
784,3952,1764,2017,1969,793,375,383,"56.60
%",25.8,78.44,4
774,3888,1765,2011,1967,782,348,379,"56.60
%",25.8,78.44,4
807,3925,1757,2014,1966,789,369,383,"56.20
%",25.8,78.44,4
858,4062,1716,2010,1975,811,489,386,"56.20
%",25.8,78.44,4
873,3979,1787,2015,1971,800,463,385,"57.80
%",25.8,78.44,4
867,4051,1790,2065,1978,798,407,382,"57.80
%",25.8,78.44,4
873,3997,1758,1999,1951,787,397,375,"60.00
%",25.8,78.44,4
861,3955,1753,2001,1943,784,373,372,"60.00
%",25.8,78.44,4
845,3964,1769,2017,1949,783,352,372,"58.90
%",25.8,78.44,4
847,3971,1761,1998,1949,757,359,369,"58.90
%",25.8,78.44,4
842,4071,1774,2005,1946,787,423,375,"60.40
%",25.8,78.44,4
829,4046,1778,1995,1952,791,437,374,"60.40
%",25.8,78.44,4
799,3999,1773,1998,1952,790,415,378,"59.80
%",25.8,78.44,4
784,3930,1769,1994,1941,785,385,373,"59.80
%",25.8,78.44,4
779,3888,1754,1982,1949,784,355,373,"57.90
%",25.8,78.44,4
759,3853,1762,2011,1955,817,336,372,"57.90
%",25.8,78.44,4
783,3791,1754,1994,1952,781,327,371,"56.80
%",25.9,78.62,4
751,3767,1749,1989,1942,781,320,366,"56.80
%",25.9,78.62,4
738,3738,1754,1997,1938,775,313,368,"56.40
%",25.8,78.44,4
752,3764,1760,2000,1950,781,342,368,"56.40
%",25.8,78.44,4
784,3945,1765,2000,1963,792,475,379,"57.70
%",25.9,78.62,4
800,4009,1775,2017,1968,791,576,391,"57.70
%",25.9,78.62,4
823,4087,1778,2011,1980,803,667,397,"61.90
%",25.9,78.62,4
828,4095,1774,2005,1989,809,626,401,"61.90
%",25.9,78.62,4
803,4032,1778,2001,1983,799,560,400,"59.00
%",25.9,78.62,4
784,3984,1772,2002,1983,801,499,401,"59.00
%",25.9,78.62,4
775,3964,1777,2006,1978,801,481,400,"56.80
%",25.9,78.62,4
752,3994,1769,2000,1971,799,524,401,"56.80
%",25.9,78.62,4
805,4003,1763,2032,1970,804,503,399,"56.30
%",25.9,78.62,4
786,3971,1773,2010,1981,800,467,400,"56.30
%",25.9,78.62,4
778,4002,1779,2023,1990,802,548,400,"57.80
%",25.9,78.62,4
769,3995,1777,2004,1984,811,556,413,"57.80
%",25.9,78.62,4
816,4095,1778,2016,1995,806,564,379,"56.80
%",25.9,78.62,4
848,4095,1770,2021,1981,806,565,394,"56.80
%",25.9,78.62,4
832,4095,1782,1983,1985,801,509,397,"57.50
%",25.9,78.62,4
823,4095,1790,2032,1970,797,473,395,"57.50
%",25.9,78.62,4
809,4066,1770,2019,1970,797,437,385,"57.40
%",25.9,78.62,4
799,4015,1763,2007,1968,795,406,386,"57.40
%",25.9,78.62,4
777,3950,1764,2012,1967,789,384,383,"56.30
%",25.9,78.62,4
763,3899,1765,2012,1967,789,379,385,"56.30
%",25.9,78.62,4
746,3838,1755,2011,1965,791,355,382,"55.80
%",25.9,78.62,4
731,3815,1751,2014,1968,789,378,384,"55.80
%",25.9,78.62,4
735,3894,1758,2015,1967,784,395,383,"55.70
%",25.9,78.62,4
748,3888,1766,2012,1973,790,452,365,"55.70
%",25.9,78.62,4
827,4067,1766,2020,1984,795,571,401,"55.70
%",25.8,78.44,4
867,4095,1776,2023,1961,801,688,407,"55.70
%",25.8,78.44,4
858,4095,1779,2032,1986,798,624,403,"56.30
%",25.9,78.62,4
848,4095,1791,2045,2012,802,624,411,"56.30
%",25.9,78.62,4
842,4095,1791,2047,2012,810,613,407,"55.90
%",25.8,78.44,4
839,4095,1791,2059,2001,823,535,415,"55.90
%",25.8,78.44,4
834,4095,1803,2064,2009,815,503,415,"56.30
%",25.8,78.44,4
815,4095,1787,2045,2000,814,490,409,"56.30
%",25.8,78.44,4
784,4037,1787,2053,1995,800,448,358,"55.80
%",25.8,78.44,4
794,4095,1777,2055,1998,803,423,411,"55.80
%",25.8,78.44,4
784,3968,1778,2055,1990,797,431,407,"55.60
%",25.8,78.44,4
853,4026,1783,2016,1985,799,451,402,"55.60
%",25.8,78.44,4
902,4095,1777,2032,1974,794,494,400,"57.60
%",25.8,78.44,4
945,4095,1785,2047,1975,805,570,395,"57.60
%",25.8,78.44,4
954,4095,1779,2047,1984,796,531,401,"60.50
%",25.8,78.44,4
928,4095,1792,2063,1974,782,534,400,"60.50
%",25.8,78.44,4
913,4095,1787,2064,1950,802,483,400,"60.80
%",25.8,78.44,4
887,4095,1775,2055,1968,793,435,397,"60.80
%",25.8,78.44,4
890,4057,1777,2055,1968,795,422,370,"57.60
%",25.8,78.44,4
867,4031,1798,2045,1963,787,390,400,"57.60
%",25.8,78.44,4
842,3937,1772,2045,1961,784,395,386,"56.70
%",25.8,78.44,4
832,3927,1769,2035,1957,782,394,384,"56.70
%",25.8,78.44,4
887,3945,1776,2061,1971,796,394,385,"56.30
%",25.8,78.44,4
874,3952,1775,2043,1963,784,403,383,"56.30
%",25.8,78.44,4
852,3967,1765,2031,1965,785,410,382,"56.90
%",25.8,78.44,4
875,3937,1772,2032,1955,784,393,378,"56.90
%",25.8,78.44,4
895,3892,1759,2032,1962,785,374,377,"60.10
%",25.8,78.44,4
897,3891,1762,2043,1957,784,375,368,"60.10
%",25.8,78.44,4
894,3907,1759,2037,1953,771,398,379,"65.00
%",25.8,78.44,4
894,3951,1765,2032,1960,784,441,357,"65.00
%",25.8,78.44,4
887,4016,1774,2038,1967,792,450,377,"63.80
%",25.8,78.44,4
871,3991,1773,2038,1955,778,418,377,"63.80
%",25.8,78.44,4
857,4035,1783,2047,1968,787,429,378,"60.70
%",25.8,78.44,4
851,4054,1782,2055,1950,798,477,384,"60.70
%",25.8,78.44,4
851,4065,1792,2057,1972,803,495,394,"58.70
%",25.8,78.44,4
849,4043,1791,2064,1994,809,491,393,"58.70
%",25.8,78.44,4
908,4095,1799,2063,2000,805,541,394,"59.20
%",25.8,78.44,4
1035,4095,1810,2076,2005,813,594,400,"59.20
%",25.8,78.44,4
1072,4095,1809,2093,2019,818,626,428,"67.80
%",25.8,78.44,4
1051,4095,1809,2102,2016,816,565,410,"67.80
%",25.8,78.44,4
1008,4095,1806,2095,2006,797,496,400,"71.90
%",25.9,78.62,4
983,4095,1805,2110,2003,803,507,397,"71.90
%",25.9,78.62,4
960,4095,1802,2107,2023,811,540,396,"66.00
%",25.9,78.62,4
937,4095,1795,2096,1998,806,487,398,"66.00
%",25.9,78.62,4
909,4095,1795,2107,2001,807,463,394,"61.00
%",25.9,78.62,4
891,4095,1794,2101,2000,804,449,389,"61.00
%",25.9,78.62,4
871,4089,1787,2084,1987,799,428,395,"58.70
%",25.9,78.62,4
851,4033,1792,2091,1984,794,405,389,"58.70
%",25.9,78.62,4
843,4024,1789,2097,1980,787,391,387,"57.20
%",25.9,78.62,4
855,3958,1781,2096,1979,790,384,378,"57.20
%",25.9,78.62,4
868,3964,1775,2094,1983,797,378,382,"57.30
%",25.9,78.62,4
882,3910,1779,2099,1974,785,352,379,"57.30
%",25.9,78.62,4
811,3887,1775,2094,1975,791,339,375,"58.30
%",25.9,78.62,4
854,3856,1775,2096,1975,786,337,374,"58.30
%",25.9,78.62,4
844,3851,1774,2096,1971,783,334,373,"57.80
%",25.9,78.62,4
832,3839,1759,2098,1975,787,336,377,"57.80
%",25.9,78.62,4
829,3839,1777,2098,1968,784,330,371,"57.30
%",25.9,78.62,4
816,3824,1771,2087,1960,782,325,369,"57.30
%",25.9,78.62,4
797,3792,1773,2086,1959,774,295,370,"57.00
%",25.9,78.62,4
784,3833,1773,2091,1965,779,322,370,"57.00
%",25.9,78.62,4
795,3767,1755,2094,1966,784,333,369,"56.40
%",25.9,78.62,4
789,3783,1770,2096,1959,759,317,368,"56.40
%",25.9,78.62,4
822,3856,1773,2112,1967,780,439,371,"58.80
%",25.9,78.62,4
848,3920,1757,2071,1939,773,449,370,"58.80
%",25.9,78.62,4
931,4095,1788,2101,1977,799,557,375,"61.80
%",25.9,78.62,4
946,4095,1829,2130,2017,816,697,398,"61.80
%",25.9,78.62,4
955,4095,1849,2139,2034,814,729,402,"59.10
%",25.9,78.62,4
949,4095,1851,2140,2057,814,750,409,"59.10
%",25.9,78.62,4
933,4095,1856,2166,2064,827,816,413,"58.40
%",25.9,78.62,4
930,4095,1861,2153,2032,818,759,418,"58.40
%",25.9,78.62,4
917,4095,1843,2145,2023,784,656,407,"56.90
%",25.9,78.62,4
926,4095,1863,2143,2032,839,662,409,"56.90
%",25.9,78.62,4
912,4095,1846,2153,2037,820,681,410,"56.60
%",25.9,78.62,4
885,4095,1845,2178,2026,813,596,401,"56.60
%",25.9,78.62,4
879,4095,1831,2157,2017,815,528,400,"55.70
%",25.9,78.62,4
861,4095,1815,2143,2005,816,510,400,"55.70
%",25.9,78.62,4
841,4095,1797,2135,1993,803,496,395,"55.60
%",25.9,78.62,4
829,4095,1794,2143,1993,799,546,389,"55.60
%",25.9,78.62,4
819,4095,1789,2129,1978,797,525,399,"56.20
%",25.8,78.44,4
823,4095,1802,2131,2007,795,506,395,"56.20
%",25.8,78.44,4
789,4095,1804,2115,1968,795,464,384,"56.30
%",25.8,78.44,4
768,4095,1790,2097,1963,769,505,381,"56.30
%",25.8,78.44,4
801,4095,1776,2122,1973,800,661,387,"55.90
%",25.8,78.44,4
886,4095,1787,2121,1965,825,832,391,"55.90
%",25.8,78.44,4
936,4095,1792,2113,1965,813,827,385,"56.90
%",25.8,78.44,4
931,4095,1791,2111,1953,809,726,384,"56.90
%",25.8,78.44,4
929,4095,1779,2111,1941,789,640,389,"59.10
%",25.8,78.44,4
942,4095,1806,2054,1968,818,603,388,"59.10
%",25.8,78.44,4
979,4095,1792,2077,1967,809,560,381,"62.40
%",25.8,78.44,4
1001,4095,1766,2101,1958,797,523,381,"62.40
%",25.8,78.44,4
981,4095,1776,2090,1958,768,481,378,"64.50
%",25.8,78.44,4
958,4095,1770,2077,1953,793,448,375,"64.50
%",25.8,78.44,4
934,4095,1763,2033,1946,791,448,374,"62.00
%",25.8,78.44,4
925,4095,1769,2039,1947,816,446,377,"62.00
%",25.8,78.44,4
912,4095,1769,2043,1947,795,439,374,"58.80
%",25.8,78.44,4
889,4095,1776,2016,1942,797,420,371,"58.80
%",25.8,78.44,4
879,4095,1772,2015,1945,791,391,377,"57.10
%",25.8,78.44,4
849,4093,1762,2003,1948,787,373,373,"57.10
%",25.8,78.44,4
823,4047,1759,2047,1936,784,357,368,"56.30
%",25.8,78.44,4
815,3997,1749,2041,1942,780,353,368,"56.30
%",25.8,78.44,4
793,3967,1757,2006,1937,784,353,367,"55.80
%",25.8,78.44,4
824,3962,1768,2001,1939,794,352,368,"55.80
%",25.8,78.44,4
799,3943,1765,2029,1947,787,403,370,"55.50
%",25.8,78.44,4
817,3910,1763,2006,1942,784,352,370,"55.50
%",25.8,78.44,4
800,3894,1753,2007,1943,784,343,368,"55.60
%",25.8,78.44,4
787,3888,1770,2005,1957,802,343,368,"55.60
%",25.8,78.44,4
784,3877,1761,2027,1949,784,397,378,"55.20
%",25.8,78.44,4
770,3872,1751,2007,1941,784,413,378,"55.20
%",25.8,78.44,4
187,2769,2137,2365,551,409,1103,2576,"52.10
%",29.3,84.74,5
177,2742,2112,2363,542,382,1094,2570,"51.90
%",29.3,84.74,5
185,2687,2106,2353,543,395,1065,2576,"52.10
%",29.3,84.74,5
173,2677,2094,2362,528,387,1088,2577,"51.90
%",29.3,84.74,5
175,2659,2096,2355,539,374,1066,2541,"51.90
%",29.3,84.74,5
460,4077,2075,2305,548,459,1363,2655,"51.40
%",29.6,85.28,5
439,3958,2073,2307,547,451,1353,2647,"51.50
%",29.6,85.28,5
432,3824,2075,2311,551,451,1331,2653,"51.50
%",29.6,85.28,5
432,3917,2069,2327,541,447,1329,2626,"51.40
%",29.6,85.28,5
496,4095,2064,2298,547,449,1323,2638,"51.40
%",29.6,85.28,5
511,4095,2064,2294,543,448,1324,2640,"51.40
%",29.6,85.28,5
477,4095,2080,2294,544,449,1335,2631,"51.40
%",29.6,85.28,5
463,4095,2067,2367,543,450,1358,2638,"51.40
%",29.6,85.28,5
455,3966,2071,2295,543,448,1339,2631,"51.40
%",29.6,85.28,5
433,3904,2071,2304,550,452,1314,2633,"51.50
%",29.6,85.28,5
465,3895,2064,2294,548,451,1364,2629,"51.50
%",29.6,85.28,5
554,4095,2069,2284,560,454,1328,2630,"51.70
%",29.6,85.28,5
577,4095,2075,2297,577,472,1419,2614,"51.70
%",29.6,85.28,5
599,4095,2071,2283,585,482,1459,2630,"52.40
%",29.6,85.28,5
635,4095,2079,2275,581,489,1485,2639,"52.40
%",29.6,85.28,5
647,4095,2093,2283,619,494,1480,2647,"52.70
%",29.6,85.28,5
637,4095,2091,2289,578,519,1498,2642,"52.70
%",29.6,85.28,5
651,4095,2096,2288,576,486,1473,2653,"52.40
%",29.6,85.28,5
673,4095,2085,2277,567,478,1456,2643,"52.40
%",29.6,85.28,5
691,4095,2086,2278,576,489,1474,2642,"52.10
%",29.6,85.28,5
706,4095,2097,2291,598,528,1567,2646,"52.10
%",29.6,85.28,5
640,4095,2107,2286,592,545,1637,2663,"52.20
%",29.6,85.28,5
656,4095,2112,2287,610,549,1655,2679,"52.20
%",29.6,85.28,5
679,4095,2113,2274,601,538,1624,2672,"52.40
%",29.6,85.28,5
691,4095,2135,2283,609,530,1591,2644,"52.40
%",29.6,85.28,5
682,4095,2085,2284,589,529,1575,2672,"52.20
%",29.6,85.28,5
688,4095,2097,2288,613,550,1573,2670,"52.20
%",29.6,85.28,5
816,4095,2131,2288,619,587,1642,2673,"52.30
%",29.6,85.28,5
786,4095,2128,2288,652,631,1744,2698,"52.30
%",29.6,85.28,5
755,4095,2128,2289,642,619,1757,2666,"52.30
%",29.6,85.28,5
757,4095,2123,2302,637,611,1719,2713,"52.30
%",29.6,85.28,5
743,4095,2126,2304,633,610,1735,2719,"52.50
%",29.6,85.28,5
782,4095,2109,2289,623,592,1687,2723,"52.50
%",29.6,85.28,5
861,4095,2154,2300,638,612,1690,2724,"52.40
%",29.6,85.28,5
816,4095,2160,2316,640,624,1741,2726,"52.40
%",29.6,85.28,5
767,4095,2159,2315,640,611,1718,2735,"52.60
%",29.6,85.28,5
743,4095,2154,2306,627,614,1722,2736,"52.60
%",29.6,85.28,5
734,4095,2150,2320,625,609,1715,2739,"52.30
%",29.6,85.28,5
727,4095,2144,2314,624,602,1712,2738,"52.30
%",29.6,85.28,5
800,4095,2160,2319,640,653,1709,2736,"52.10
%",29.6,85.28,5
830,4095,2160,2317,656,611,1721,2735,"52.10
%",29.6,85.28,5
801,4095,2166,2288,667,627,1756,2739,"52.20
%",29.6,85.28,5
770,4095,2161,2305,663,634,1775,2737,"52.20
%",29.6,85.28,5
739,4095,2166,2310,656,613,1753,2771,"52.70
%",29.6,85.28,5
752,4095,2160,2320,654,597,1725,2752,"52.70
%",29.6,85.28,5
822,4095,2155,2325,655,571,1722,2762,"52.40
%",29.6,85.28,5
880,4095,2165,2341,687,655,1793,2771,"52.40
%",29.6,85.28,5
912,4095,2123,2305,722,693,1856,2752,"53.40
%",29.6,85.28,5
903,4095,2137,2328,739,717,1901,2791,"53.40
%",29.6,85.28,5
860,4095,2114,2295,731,713,1893,2785,"55.60
%",29.6,85.28,5
935,4095,2111,2306,720,693,1866,2789,"55.60
%",29.6,85.28,5
967,4095,2111,2317,711,686,1828,2782,"53.90
%",29.6,85.28,5
925,4095,2105,2314,705,678,1817,2784,"53.90
%",29.6,85.28,5
877,4095,2109,2321,704,669,1808,2783,"53.60
%",29.6,85.28,5
858,4095,2071,2325,694,659,1798,2800,"53.60
%",29.6,85.28,5
823,4095,2122,2338,693,670,1811,2809,"53.10
%",29.6,85.28,5
752,4095,2140,2373,677,657,1836,2819,"53.10
%",29.6,85.28,5
759,4095,2121,2320,675,651,1766,2773,"52.80
%",29.6,85.28,5
745,4095,2103,2324,665,630,1742,2783,"52.80
%",29.6,85.28,5
731,4095,2111,2346,656,623,1733,2781,"52.30
%",29.6,85.28,5
715,4095,2096,2334,646,613,1730,2774,"52.30
%",29.6,85.28,5
713,4095,2069,2313,659,605,1676,2736,"52.20
%",29.6,85.28,5
895,4095,2064,2310,704,656,1713,2752,"52.20
%",29.6,85.28,5
965,4095,2069,2318,719,714,1808,2757,"52.40
%",29.6,85.28,5
918,4095,2076,2315,726,747,1882,2764,"52.40
%",29.6,85.28,5
939,4095,2085,2320,733,741,1904,2769,"53.70
%",29.5,85.1,5
958,4095,2095,2322,723,710,1872,2786,"53.70
%",29.5,85.1,5
907,4095,2085,2314,729,708,1850,2795,"53.40
%",29.5,85.1,5
859,4095,2077,2318,709,683,1830,2794,"53.40
%",29.5,85.1,5
806,4095,2085,2321,705,659,1779,2784,"53.00
%",29.6,85.28,5
813,4095,2083,2317,684,631,1735,2793,"53.00
%",29.6,85.28,5
899,4095,2095,2309,669,623,1714,2786,"52.70
%",29.5,85.1,5
902,4095,2111,2318,683,668,1730,2785,"52.70
%",29.5,85.1,5
880,4095,2160,2318,703,669,1776,2786,"52.80
%",29.5,85.1,5
839,4095,2213,2349,689,673,1833,2814,"52.80
%",29.5,85.1,5
785,4095,2226,2364,688,678,1841,2827,"53.30
%",29.5,85.1,5
784,4095,2225,2342,687,663,1819,2810,"53.30
%",29.5,85.1,5
817,4095,2209,2325,681,656,1787,2803,"52.90
%",29.5,85.1,5
819,4095,2194,2337,702,682,1776,2784,"52.90
%",29.5,85.1,5
942,4095,2193,2335,752,740,1853,2798,"52.50
%",29.5,85.1,5
981,4095,2181,2335,753,765,1909,2784,"52.50
%",29.5,85.1,5
1020,4095,2144,2311,750,762,1904,2800,"53.30
%",29.5,85.1,5
1041,4095,2135,2313,743,772,1919,2810,"53.30
%",29.5,85.1,5
1008,4095,2146,2329,735,752,1956,2841,"54.80
%",29.5,85.1,5
919,4095,2143,2333,736,735,1909,2857,"54.80
%",29.5,85.1,5
903,4095,2128,2326,738,719,1877,2835,"53.30
%",29.5,85.1,5
928,4095,2124,2322,752,719,1856,2832,"53.30
%",29.5,85.1,5
966,4095,2131,2338,743,759,1904,2846,"52.70
%",29.5,85.1,5
900,4095,2115,2319,752,771,1887,2836,"52.70
%",29.5,85.1,5
983,4095,2117,2327,773,815,1958,2832,"53.00
%",29.5,85.1,5
953,4095,2121,2351,752,790,1968,2848,"53.00
%",29.5,85.1,5
929,4095,2119,2319,737,768,1922,2858,"53.20
%",29.5,85.1,5
914,4095,2127,2336,741,756,1910,2834,"53.20
%",29.5,85.1,5
942,4095,2129,2335,733,741,1904,2865,"53.50
%",29.5,85.1,5
912,4095,2131,2341,726,720,1821,2859,"53.50
%",29.5,85.1,5
901,4095,2112,2321,735,752,1854,2832,"53.40
%",29.4,84.92,5
946,4095,2121,2339,739,749,1920,2850,"53.40
%",29.4,84.92,5
1014,4095,2119,2333,734,757,1917,2851,"53.30
%",29.4,84.92,5
1001,4095,2120,2331,730,784,1927,2855,"53.30
%",29.4,84.92,5
1040,4095,2112,2315,733,777,1930,2845,"53.50
%",29.4,84.92,5
1008,4095,2100,2313,727,769,1903,2835,"53.50
%",29.4,84.92,5
1005,4095,2099,2305,730,752,1877,2833,"53.00
%",29.4,84.92,5
999,4095,2075,2304,763,774,1888,2831,"53.00
%",29.4,84.92,5
967,4095,2082,2307,761,784,1911,2829,"53.10
%",29.4,84.92,5
917,4095,2090,2304,742,767,1911,2832,"53.10
%",29.4,84.92,5
878,4095,2087,2306,732,733,1856,2817,"54.00
%",29.4,84.92,5
865,4095,2089,2314,723,707,1812,2827,"54.00
%",29.4,84.92,5
975,4095,2079,2305,720,699,1781,2815,"53.50
%",29.4,84.92,5
1008,4095,2085,2305,708,695,1758,2819,"53.50
%",29.4,84.92,5
963,4095,2076,2306,717,708,1790,2815,"53.30
%",29.4,84.92,5
901,4095,2073,2308,705,703,1821,2814,"53.30
%",29.4,84.92,5
851,4095,2096,2301,699,697,1797,2825,"53.10
%",29.3,84.74,5
845,4095,2064,2303,778,674,1755,2813,"53.10
%",29.3,84.74,5
827,4095,2060,2303,692,663,1743,2802,"52.80
%",29.3,84.74,5
805,4095,2058,2303,687,656,1729,2801,"52.80
%",29.3,84.74,5
805,4095,2052,2294,688,656,1714,2795,"52.40
%",29.3,84.74,5
839,4095,2046,2302,693,678,1729,2793,"52.40
%",29.3,84.74,5
879,4095,2047,2304,715,715,1767,2798,"52.50
%",29.3,84.74,5
819,4095,2046,2300,701,717,1798,2795,"52.50
%",29.3,84.74,5
829,4095,2045,2297,715,699,1782,2795,"53.80
%",29.3,84.74,5
816,4095,2043,2298,709,688,1767,2791,"53.80
%",29.3,84.74,5
831,4095,2042,2293,704,677,1728,2800,"52.90
%",29.3,84.74,5
896,4095,2038,2293,720,699,1763,2795,"52.90
%",29.3,84.74,5
953,4095,2062,2304,721,735,1808,2794,"52.80
%",29.3,84.74,5
935,4095,2039,2292,717,738,1835,2799,"52.80
%",29.3,84.74,5
912,4095,2082,2304,720,741,1841,2813,"54.60
%",29.3,84.74,5
891,4095,2075,2289,717,747,1853,2807,"54.60
%",29.3,84.74,5
854,4095,2077,2288,693,710,1828,2814,"54.10
%",29.3,84.74,5
